,filename,part,staff,time_signature,duration,rest_count
671,Joe_Fraiser__Jeff_Berlin_Joe_Fraiser_Bass_Solo_Transcription.mscz,part_1,1,4/4,1/4,3
672,Joplin_-_The_Entertainer.mscz,part_1,1,2/4,1/16,5
673,Joplin_-_The_Entertainer.mscz,part_1,1,2/4,1/8,10
674,Joplin_-_The_Entertainer.mscz,part_1,2,2/4,1/8,13
675,Joplin_-_The_Entertainer.mscz,part_1,2,2/4,1/4,4
676,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,1,2/4,1/16,7
677,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,1,2/4,1/8,1
678,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,1,2/4,1/4,2
679,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,2,2/4,1/8,2
680,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,2,2/4,1/4,5
681,Joplin_-_The_Entertainer_-_full_version.mscz,part_1,2,2/4,1/2,1
682,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,12/8,1/8,2
683,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,13/8,1/2,1
684,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,19/16,1/8,1
685,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,19/16,1/4,1
686,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,4/4,1/16,1
687,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,4/4,1/8,5
688,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,4/4,1/2,1
689,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,5/4,1/8,3
690,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_1,1,9/8,1/8,1
691,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,11/8,1/4,1
692,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,12/8,1/8,3
693,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,12/8,1/2,1
694,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,19/16,1/16,1
695,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,1/16,1
696,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,1/8,9
697,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,1/4,7
698,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,3/8,1
699,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,7/16,1
700,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,1/2,4
701,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,4/4,3/4,3
702,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,5/4,1/8,1
703,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,5/4,1/4,1
704,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,5/4,1/2,1
705,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,5/4,3/2,1
706,Keith_Jarrett_-_Danny_Boy__Londonderry_Air__Tokyo_Solo_2002.mscz,part_2,2,6/4,1/8,2
707,King_Porter_Stomp (1).mscz,part_1,1,4/4,1/8,42
708,King_Porter_Stomp (1).mscz,part_1,1,4/4,1/4,8
709,King_Porter_Stomp (1).mscz,part_1,2,4/4,1/8,1
710,King_Porter_Stomp (1).mscz,part_1,2,4/4,1/4,9
711,Lassus_Trombone.mscz,part_2,2,2/4,1/16,2
712,Lassus_Trombone.mscz,part_2,2,2/4,1/8,48
713,Lassus_Trombone.mscz,part_2,2,2/4,1/4,3
714,Lassus_Trombone.mscz,part_2,2,2/4,1/2,1
715,Lassus_Trombone.mscz,part_2,3,2/4,1/16,1
716,Lassus_Trombone.mscz,part_2,3,2/4,1/8,66
717,Lassus_Trombone.mscz,part_2,3,2/4,1/4,5
718,Lassus_Trombone.mscz,part_2,3,2/4,1/2,1
719,LEMONS_AND_LIMES.mscz,part_1,1,2/4,1/16,1
720,LEMONS_AND_LIMES.mscz,part_1,1,2/4,1/8,12
721,LEMONS_AND_LIMES.mscz,part_1,2,2/4,1/8,14
722,LEMONS_AND_LIMES.mscz,part_1,2,2/4,1/4,1
723,Light_years.mscz,part_1,1,4/4,1/16,35
724,Light_years.mscz,part_1,1,4/4,1/12,1
725,Light_years.mscz,part_1,1,4/4,1/8,5
726,Light_years.mscz,part_1,1,4/4,1/6,1
727,Light_years.mscz,part_1,1,4/4,3/16,2
728,Light_years.mscz,part_1,1,4/4,1/4,9
729,Light_years.mscz,part_1,1,4/4,1/2,2
730,Like_I_Feel.mscz,part_1,1,4/4,1/32,2
731,Like_I_Feel.mscz,part_1,1,4/4,1/16,13
732,Like_I_Feel.mscz,part_1,1,4/4,1/8,3
733,Like_I_Feel.mscz,part_1,1,4/4,3/16,3
734,Like_I_Feel.mscz,part_1,1,4/4,1/4,1
735,Like_I_Feel.mscz,part_1,1,4/4,1/2,1
736,Little_Birdie.mscz,part_1,1,4/4,1/16,10
737,Little_Birdie.mscz,part_1,1,4/4,1/8,3
738,Little_Birdie.mscz,part_1,1,4/4,1/4,4
739,Little_Birdie.mscz,part_1,1,4/4,1/2,2
740,Little_Birdie.mscz,part_1,1,4/4,1,7
741,Live_Wires.mscz,part_1,1,2/4,1/16,7
742,Live_Wires.mscz,part_1,1,2/4,1/8,5
743,Live_Wires.mscz,part_1,2,2/4,1/8,4
744,Live_Wires.mscz,part_1,2,2/4,1/4,1
745,Londonderry_Air__Misc_Traditional.mscz,part_1,1,4/4,1/8,8
746,Londonderry_Air__Misc_Traditional.mscz,part_1,1,4/4,1/2,1
747,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,1,4/4,1/8,22
748,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,1,4/4,1/4,15
749,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,1,4/4,1/2,12
750,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,2,4/4,1/8,1
751,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,2,4/4,1/4,24
752,Magnetic_Rag_by_Scott_Joplin_1914.mscz,part_1,2,4/4,1/2,2
753,Makin_Whoopee.mscz,part_1,1,2/2,1/8,2
754,Makin_Whoopee.mscz,part_1,1,2/2,1/4,2
755,Makin_Whoopee.mscz,part_1,1,2/2,1/2,2
756,Maple_Leaf.mscz,part_1,1,4/4,1/8,2
757,Maple_Leaf.mscz,part_1,1,4/4,1/2,2
758,Maple_Leaf.mscz,part_1,1,4/4,1,21
759,Maple_Leaf.mscz,part_1,2,4/4,1/4,8
760,Maple_Leaf.mscz,part_1,2,4/4,1/2,3
761,Maple_Leaf.mscz,part_1,2,4/4,1,19
762,Maple_Leaf_Rag (1).mscz,part_1,1,2/4,1/16,41
763,Maple_Leaf_Rag (1).mscz,part_1,1,2/4,1/2,1
764,Maple_Leaf_Rag (1).mscz,part_2,2,2/4,1/8,1
765,Maple_Leaf_Rag (1).mscz,part_2,2,2/4,1/4,1
766,Maple_Leaf_Rag (12).mscz,part_1,1,2/4,1/16,33
767,Maple_Leaf_Rag (12).mscz,part_1,1,2/4,1/8,7
768,Maple_Leaf_Rag (12).mscz,part_1,1,2/4,1/2,36
769,Maple_Leaf_Rag (12).mscz,part_1,2,2/4,1/16,5
770,Maple_Leaf_Rag (12).mscz,part_1,2,2/4,1/8,13
771,Maple_Leaf_Rag (12).mscz,part_1,2,2/4,1/2,34
772,Maple_leaf_rag (13).mscz,part_1,1,2/4,1/16,38
773,Maple_leaf_rag (13).mscz,part_1,1,2/4,1/8,11
774,Maple_leaf_rag (13).mscz,part_1,1,2/4,1/2,2
775,Maple_leaf_rag (13).mscz,part_1,2,2/4,1/16,4
776,Maple_leaf_rag (13).mscz,part_1,2,2/4,1/8,13
777,Maple_Leaf_Rag (15).mscz,part_1,1,4/4,1/8,22
778,Maple_Leaf_Rag (15).mscz,part_1,1,4/4,1/4,4
779,Maple_Leaf_Rag (15).mscz,part_1,2,4/4,1/4,15
780,Maple_Leaf_Rag (15).mscz,part_1,2,4/4,3/8,4
781,Maple_Leaf_Rag (15).mscz,part_1,2,4/4,1/2,2
782,Maple_Leaf_Rag (15).mscz,part_1,2,4/4,1,3
783,Maple_Leaf_Rag (16).mscz,part_1,1,2/4,1/16,37
784,Maple_Leaf_Rag (16).mscz,part_1,1,2/4,1/8,8
785,Maple_Leaf_Rag (16).mscz,part_1,1,2/4,1/2,2
786,Maple_Leaf_Rag (16).mscz,part_1,2,2/4,1/16,5
787,Maple_Leaf_Rag (16).mscz,part_1,2,2/4,1/8,14
788,Maple_Leaf_Rag (17).mscz,part_1,1,2/4,1/16,24
789,Maple_Leaf_Rag (17).mscz,part_1,1,2/4,1/8,14
790,Maple_Leaf_Rag (17).mscz,part_1,2,2/4,1/8,9
791,Maple_Leaf_Rag (3).mscz,part_2,2,4/4,1/8,3
792,Maple_Leaf_Rag (3).mscz,part_2,2,4/4,1/4,55
793,Maple_Leaf_Rag (3).mscz,part_2,2,4/4,1/2,2
794,Maple_Leaf_Rag (3).mscz,part_2,3,4/4,1/4,46
795,Maple_Leaf_Rag (3).mscz,part_2,3,4/4,1/2,2
796,Maple_Leaf_Rag (4).mscz,part_1,1,2/4,1/2,83
797,Maple_Leaf_Rag (4).mscz,part_2,2,2/4,1/16,33
798,Maple_Leaf_Rag (4).mscz,part_2,2,2/4,1/8,8
799,Maple_Leaf_Rag (4).mscz,part_2,2,2/4,1/2,3
800,Maple_Leaf_Rag (4).mscz,part_2,3,2/4,1/8,6
801,Maple_Leaf_Rag (4).mscz,part_2,3,2/4,1/2,2
802,Maple_Leaf_Rag.mscz,part_1,1,2/4,1/2,83
803,Maple_Leaf_Rag.mscz,part_2,2,2/4,1/16,33
804,Maple_Leaf_Rag.mscz,part_2,2,2/4,1/8,8
805,Maple_Leaf_Rag.mscz,part_2,2,2/4,1/2,3
806,Maple_Leaf_Rag.mscz,part_2,3,2/4,1/8,6
807,Maple_Leaf_Rag.mscz,part_2,3,2/4,1/2,2
808,Maple_Leaf_Rag_-_Negative_Harmony.mscz,part_1,1,2/4,1/16,18
809,Maple_Leaf_Rag_-_Negative_Harmony.mscz,part_1,1,2/4,1/8,8
810,Maple_Leaf_Rag_-_Negative_Harmony.mscz,part_1,1,2/4,1/2,3
811,Maple_Leaf_Rag_-_Negative_Harmony.mscz,part_1,2,2/4,1/16,3
812,Maple_Leaf_Rag_-_Negative_Harmony.mscz,part_1,2,2/4,1/8,19
813,Maple_Leaf_Rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/16,38
814,Maple_Leaf_Rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/8,8
815,Maple_Leaf_Rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/2,2
816,Maple_Leaf_Rag_-_Scott_Joplin (1).mscz,part_1,2,2/4,1/16,4
817,Maple_Leaf_Rag_-_Scott_Joplin (1).mscz,part_1,2,2/4,1/8,14
818,Maple_Leaf_Rag_-_Scott_Joplin.mscz,part_1,1,2/4,1/16,37
819,Maple_Leaf_Rag_-_Scott_Joplin.mscz,part_1,1,2/4,1/8,8
820,Maple_Leaf_Rag_-_Scott_Joplin.mscz,part_1,1,2/4,1/2,2
821,Maple_Leaf_Rag_-_Scott_Joplin.mscz,part_1,2,2/4,1/16,4
822,Maple_Leaf_Rag_-_Scott_Joplin.mscz,part_1,2,2/4,1/8,14
823,Maple_Leaf_Rag_-_Scott_Joplin_-_1899_edited.mscz,part_1,1,2/4,1/16,41
824,Maple_Leaf_Rag_-_Scott_Joplin_-_1899_edited.mscz,part_1,1,2/4,1/8,7
825,Maple_Leaf_Rag_-_Scott_Joplin_-_1899_edited.mscz,part_1,2,2/4,1/8,13
826,Maple_Leaf_Rag_in_A-Flat_Minor_done_right.mscz,part_1,1,2/4,1/16,36
827,Maple_Leaf_Rag_in_A-Flat_Minor_done_right.mscz,part_1,1,2/4,1/8,8
828,Maple_Leaf_Rag_in_A-Flat_Minor_done_right.mscz,part_1,1,2/4,1/2,2
829,Maple_Leaf_Rag_in_A-Flat_Minor_done_right.mscz,part_1,2,2/4,1/16,5
830,Maple_Leaf_Rag_in_A-Flat_Minor_done_right.mscz,part_1,2,2/4,1/8,14
831,Maple_Leaf_Rag_in_B_Scott_Joplin.mscz,part_1,1,2/4,1/16,38
832,Maple_Leaf_Rag_in_B_Scott_Joplin.mscz,part_1,1,2/4,1/8,8
833,Maple_Leaf_Rag_in_B_Scott_Joplin.mscz,part_1,1,2/4,1/2,2
834,Maple_Leaf_Rag_in_B_Scott_Joplin.mscz,part_1,2,2/4,1/16,5
835,Maple_Leaf_Rag_in_B_Scott_Joplin.mscz,part_1,2,2/4,1/8,14
836,Maple_Leaf_Rag_in_G_major.mscz,part_1,1,2/4,1/16,37
837,Maple_Leaf_Rag_in_G_major.mscz,part_1,1,2/4,1/8,8
838,Maple_Leaf_Rag_in_G_major.mscz,part_1,1,2/4,1/2,2
839,Maple_Leaf_Rag_in_G_major.mscz,part_1,2,2/4,1/16,5
840,Maple_Leaf_Rag_in_G_major.mscz,part_1,2,2/4,1/8,14
841,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,1,4/4,1/16,2
842,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,1,4/4,1/8,100
843,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,1,4/4,1/4,17
844,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,1,4/4,1/2,1
845,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,2,4/4,1/16,3
846,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,2,4/4,1/8,33
847,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,2,4/4,1/4,15
848,Maple_Leaf_Rag_Jelly_Roll_Morton_Version.mscz,part_1,2,4/4,1/2,2
849,Maple_Leaf_Rag__EASY_key.mscz,part_1,1,2/4,1/16,37
850,Maple_Leaf_Rag__EASY_key.mscz,part_1,1,2/4,1/8,8
851,Maple_Leaf_Rag__EASY_key.mscz,part_1,1,2/4,1/2,2
852,Maple_Leaf_Rag__EASY_key.mscz,part_1,2,2/4,1/16,5
853,Maple_Leaf_Rag__EASY_key.mscz,part_1,2,2/4,1/8,14
854,Maple_Leaf_Rag__Scott_Joplin (1).mscz,part_1,1,2/4,1/16,41
855,Maple_Leaf_Rag__Scott_Joplin (1).mscz,part_1,1,2/4,1/8,7
856,Maple_Leaf_Rag__Scott_Joplin (1).mscz,part_1,2,2/4,1/8,13
857,Maple_leaf_rag__Scott_Joplin (2).mscz,part_1,1,2/4,1/16,37
858,Maple_leaf_rag__Scott_Joplin (2).mscz,part_1,1,2/4,1/8,7
859,Maple_leaf_rag__Scott_Joplin (2).mscz,part_1,1,2/4,1/2,2
860,Maple_leaf_rag__Scott_Joplin (2).mscz,part_1,2,2/4,1/16,4
861,Maple_leaf_rag__Scott_Joplin (2).mscz,part_1,2,2/4,1/8,13
862,Maple_leaf_rag__Scott_Joplin_Completed_Piece.mscz,part_1,1,2/4,1/16,37
863,Maple_leaf_rag__Scott_Joplin_Completed_Piece.mscz,part_1,1,2/4,1/8,9
864,Maple_leaf_rag__Scott_Joplin_Completed_Piece.mscz,part_1,1,2/4,1/2,2
865,Maple_leaf_rag__Scott_Joplin_Completed_Piece.mscz,part_1,2,2/4,1/16,5
866,Maple_leaf_rag__Scott_Joplin_Completed_Piece.mscz,part_1,2,2/4,1/8,14
867,MAPLE_LEAVE_RAG.mscz,part_1,1,2/4,1/16,40
868,MAPLE_LEAVE_RAG.mscz,part_1,1,2/4,1/8,8
869,MAPLE_LEAVE_RAG.mscz,part_1,1,2/4,1/2,1
870,MAPLE_LEAVE_RAG.mscz,part_1,2,2/4,1/16,4
871,MAPLE_LEAVE_RAG.mscz,part_1,2,2/4,1/8,13
872,MAPLE_LEAVE_RAG.mscz,part_1,2,2/4,1/4,1
873,MARCH_MAJESTIC.mscz,part_1,1,6/8,1/8,43
874,MARCH_MAJESTIC.mscz,part_1,1,6/8,1/4,6
875,MARCH_MAJESTIC.mscz,part_1,1,6/8,3/4,4
876,MARCH_MAJESTIC.mscz,part_1,2,6/8,1/8,78
877,MARCH_MAJESTIC.mscz,part_1,2,6/8,1/4,3
878,MARCH_MAJESTIC.mscz,part_1,2,6/8,1/2,2
879,March_Majestic__Scott_Joplin.mscz,part_1,1,6/8,1/8,16
880,March_Majestic__Scott_Joplin.mscz,part_1,1,6/8,1/4,19
881,March_Majestic__Scott_Joplin.mscz,part_1,1,6/8,1/2,5
882,March_Majestic__Scott_Joplin.mscz,part_1,1,6/8,3/4,4
883,March_Majestic__Scott_Joplin.mscz,part_1,2,6/8,1/8,54
884,March_Majestic__Scott_Joplin.mscz,part_1,2,6/8,1/4,9
885,March_Majestic__Scott_Joplin.mscz,part_1,2,6/8,1/2,3
886,Max_-_Paolo_Conte_m._sp..mscz,part_1,1,4/4,1/8,10
887,Max_-_Paolo_Conte_m._sp..mscz,part_1,1,4/4,1/2,2
888,Medic_Rag_by_Calvin_Woolsey_1910.mscz,part_3,3,2/4,1/2,98
889,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_1,1,4/4,1/8,8
890,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_1,1,4/4,1/4,2
891,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_1,1,4/4,1,1
892,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_2,2,4/4,1/16,2
893,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_2,2,4/4,1/8,11
894,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_2,2,4/4,1/4,4
895,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_2,2,4/4,1/2,2
896,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_2,2,4/4,1,1
897,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_3,3,4/4,1/16,2
898,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_3,3,4/4,1/8,16
899,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_3,3,4/4,1/4,4
900,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_3,3,4/4,1/2,2
901,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_3,3,4/4,1,1
902,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_4,4,4/4,1/8,48
903,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_4,4,4/4,1/4,9
904,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_4,4,4/4,3/8,7
905,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_4,4,4/4,1/2,16
906,Michael_Bubl_-_Just_Havent_Met_You_Yet_Acapella.mscz,part_4,4,4/4,1,1
907,Monday_Chords_-_Anomalie.mscz,part_1,1,4/4,1/16,1
908,Monday_Chords_-_Anomalie.mscz,part_1,1,4/4,1/8,2
909,Monday_Chords_-_Anomalie.mscz,part_1,1,4/4,1/4,6
910,Monday_Chords_-_Anomalie.mscz,part_1,1,4/4,1,1
911,Monday_Chords_-_Anomalie.mscz,part_1,1,5/4,1/16,2
912,Monday_Chords_-_Anomalie.mscz,part_1,2,4/4,1/16,4
913,Monday_Chords_-_Anomalie.mscz,part_1,2,4/4,1/8,2
914,Monday_Chords_-_Anomalie.mscz,part_1,2,4/4,1/4,3
915,Monday_Chords_-_Anomalie.mscz,part_1,2,4/4,1/2,3
916,Monday_Chords_-_Anomalie.mscz,part_1,2,4/4,1,1
917,Monday_Chords_-_Anomalie.mscz,part_1,2,5/4,1/2,1
918,My_Favorite_Rag.mscz,part_1,1,2/2,1/8,8
919,My_Favorite_Rag.mscz,part_1,1,2/2,3/16,20
920,My_Favorite_Rag.mscz,part_1,1,2/2,1/4,28
921,My_Favorite_Rag.mscz,part_1,1,2/2,1/2,3
922,My_Favorite_Rag.mscz,part_1,1,2/2,1,2
923,My_Favorite_Rag.mscz,part_1,2,2/2,1/8,2
924,My_Favorite_Rag.mscz,part_1,2,2/2,1/4,39
925,My_Favorite_Rag.mscz,part_1,2,2/2,1/2,3
926,My_Favorite_Rag.mscz,part_1,2,2/2,1,12
927,Nocturne_No._9_Op._2.mscz,part_1,1,12/8,1/16,1
928,Nocturne_No._9_Op._2.mscz,part_1,1,12/8,1/8,7
929,Nocturne_No._9_Op._2.mscz,part_1,1,12/8,1/4,2
930,Nocturne_No._9_Op._2.mscz,part_1,1,15/8,1/8,4
931,Nocturne_No._9_Op._2.mscz,part_1,1,4/4,1/8,9
932,Nocturne_No._9_Op._2.mscz,part_1,1,4/4,1/4,6
933,Nocturne_No._9_Op._2.mscz,part_1,1,4/4,1/2,1
934,Nocturne_No._9_Op._2.mscz,part_1,2,12/8,1/16,3
935,Nocturne_No._9_Op._2.mscz,part_1,2,12/8,1/8,18
936,Nocturne_No._9_Op._2.mscz,part_1,2,12/8,1/4,3
937,Nocturne_No._9_Op._2.mscz,part_1,2,12/8,3/8,1
938,Nocturne_No._9_Op._2.mscz,part_1,2,15/8,1/8,2
939,Nocturne_No._9_Op._2.mscz,part_1,2,4/4,1/8,12
940,Nocturne_No._9_Op._2.mscz,part_1,2,4/4,1/4,7
941,Nocturne_No._9_Op._2.mscz,part_1,2,4/4,1/2,3
942,Nocturne_No._9_Op._2.mscz,part_1,2,4/4,1,2
943,Nola_Lead_sheet__RAGTIME_VERSION.mscz,part_1,1,2/2,1/12,2
944,Nola_Lead_sheet__RAGTIME_VERSION.mscz,part_1,1,2/2,1/8,12
945,Nola_Lead_sheet__RAGTIME_VERSION.mscz,part_1,1,2/2,1/4,4
946,Nonpareil.mscz,part_1,1,2/4,1/8,3
947,Nonpareil.mscz,part_1,2,2/4,1/8,5
948,Nonpareil.mscz,part_1,2,2/4,1/4,1
949,Nonpareil.mscz,part_1,2,2/4,1/2,2
950,Oh_You_Turkey_-_A_Rag_Trot_1914.mscz,part_1,1,2/4,1/16,1
951,Oh_You_Turkey_-_A_Rag_Trot_1914.mscz,part_1,1,2/4,1/8,10
952,Oh_You_Turkey_-_A_Rag_Trot_1914.mscz,part_2,2,2/4,1/16,1
953,Oh_You_Turkey_-_A_Rag_Trot_1914.mscz,part_2,2,2/4,1/8,9
954,Oh_You_Turkey_-_A_Rag_Trot_1914.mscz,part_3,3,2/4,1/2,86
955,On_the_Pike__James_Scott.mscz,part_1,1,2/4,1/16,3
956,On_the_Pike__James_Scott.mscz,part_1,1,2/4,1/8,19
957,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/8,10
958,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/4,3
959,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/2,3
960,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/16,1
961,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/8,2
962,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,3/16,1
963,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/4,1
964,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,3/8,1
965,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1,4
966,Ophelia_Rag.mscz,part_1,1,2/4,1/16,8
967,Ophelia_Rag.mscz,part_1,1,2/4,1/8,26
968,Ophelia_Rag.mscz,part_1,1,2/4,1/2,1
969,Ophelia_Rag.mscz,part_1,2,2/4,1/16,2
970,Ophelia_Rag.mscz,part_1,2,2/4,1/8,14
971,Ophelia_Rag.mscz,part_1,2,2/4,1/2,2
972,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/32,3
973,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/16,31
974,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/8,8
975,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/4,2
976,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/32,2
977,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/16,2
978,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/4,3
979,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/2,1
980,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/8,31
981,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/4,18
982,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/2,5
983,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/8,12
984,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/6,1
985,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/4,3
986,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/2,2
987,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/8,3
988,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/4,3
989,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/2,1
990,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1,1
991,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1/4,8
992,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1,8
993,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,1/8,6
994,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,1/4,3
995,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/8,10
996,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/4,3
997,Palm_Leaf_Rag.mscz,part_1,1,2/4,1/8,6
998,Palm_Leaf_Rag.mscz,part_1,1,2/4,1/4,3
999,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/8,10
1000,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/4,2
1001,Paradox.mscz,part_1,1,4/4,1/12,1
1002,Paradox.mscz,part_1,1,4/4,1/8,21
1003,Paradox.mscz,part_1,1,4/4,1/4,2
1004,Paradox.mscz,part_1,1,4/4,1/2,3
